,type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,quality_rate
14,white,0.33333333333333337,0.5333333333333332,0.0547945205479452,0.026455026455026467,0.25874125874125875,0.35365853658536583,0.34191176470588236,0.3673337637185341,0.5360824742268044,0.19444444444444442,0.2644628099173554,6,1
15,white,0.48611111111111127,0.3466666666666667,0.5753424657534246,0.026455026455026467,0.16783216783216787,0.1951219512195122,0.6066176470588235,0.29632020658489466,0.4123711340206184,0.43055555555555564,0.5454545454545454,6,1
16,white,0.36111111111111116,0.30666666666666664,0.19178082191780824,0.3650793650793651,0.2447552447552448,0.4024390243902439,0.46691176470588236,0.5416397675920024,0.5154639175257731,0.3888888888888889,0.24793388429752072,5,0
17,white,0.31944444444444453,0.7733333333333333,0.6575342465753424,0.031746031746031744,0.1398601398601399,0.34146341463414637,0.25367647058823534,0.13492575855390498,0.6288659793814433,0.2361111111111111,0.7933884297520659,8,1
18,white,0.3472222222222223,0.30666666666666664,0.5205479452054794,0.12169312169312171,0.2027972027972028,0.21951219512195122,0.35294117647058826,0.26404131697869815,0.46391752577319556,0.18055555555555552,0.4958677685950412,7,1
19,white,0.4027777777777778,0.24000000000000002,0.5753424657534246,0.05820105820105821,0.2797202797202798,0.4878048780487805,0.42647058823529416,0.3802453195610127,0.7731958762886602,0.3611111111111111,0.4132231404958677,8,1
20,white,0.513888888888889,0.7866666666666666,0.19178082191780824,0.04761904761904763,0.4545454545454546,0.2926829268292683,0.5955882352941176,0.42543576500969493,0.34020618556701,0.40277777777777785,0.2148760330578514,5,0
21,white,0.375,0.2533333333333333,0.5616438356164383,0.03703703703703705,0.30069930069930073,0.18292682926829268,0.5,0.5158166559070452,0.7216494845360826,0.34722222222222215,0.3305785123966942,6,1
22,white,0.4305555555555557,0.22666666666666666,0.4383561643835616,0.4444444444444445,0.25874125874125875,0.6707317073170732,0.8786764705882353,0.5416397675920024,0.5463917525773194,0.3888888888888889,0.39669421487603307,6,1
23,white,0.41666666666666674,0.2133333333333333,0.47945205479452047,0.02116402116402117,0.30069930069930073,0.4146341463414634,0.5147058823529411,0.3802453195610127,0.7525773195876289,0.3055555555555555,0.3305785123966942,6,1
24,white,0.4305555555555557,0.2666666666666667,0.5342465753424658,0.42857142857142855,0.2937062937062937,0.3780487804878049,0.4963235294117648,0.5803744351194382,0.6804123711340204,0.43055555555555564,0.4132231404958677,6,1
25,white,0.48611111111111127,0.2533333333333333,0.6575342465753424,0.026455026455026467,0.2657342657342658,0.1951219512195122,0.4632352941176471,0.27695287282116965,0.48453608247422686,0.37499999999999994,0.5950413223140494,6,1
26,white,0.45833333333333337,0.31999999999999995,0.4931506849315068,0.07407407407407408,0.16783216783216787,0.43902439024390244,0.3970588235294118,0.22530664945126233,0.39175257731958757,0.6805555555555556,0.7107438016528926,7,1
27,white,0.638888888888889,0.2133333333333333,0.5342465753424658,0.5185185185185186,0.2447552447552448,0.23170731707317072,0.5,0.664299548095542,0.4948453608247423,0.43055555555555564,0.3305785123966942,6,1
28,white,0.6111111111111113,0.08000000000000002,0.4657534246575343,0.026455026455026467,0.23076923076923084,0.07317073170731708,0.15073529411764705,0.4060684312459699,0.7731958762886602,0.25000000000000006,0.36363636363636354,6,1
29,white,0.48611111111111127,0.22666666666666666,0.4931506849315068,0.07671957671957672,0.2867132867132868,0.36585365853658536,0.34558823529411764,0.3156875403486197,0.48453608247422686,0.3055555555555555,0.4628099173553719,6,1
30,white,0.26388888888888895,0.2533333333333333,0.273972602739726,0.7592592592592593,0.2447552447552448,0.25609756097560976,0.6360294117647058,0.5868302130406704,0.6701030927835054,0.20833333333333331,0.36363636363636354,5,0
31,white,0.4722222222222222,0.2666666666666667,0.5890410958904109,0.05820105820105821,0.49650349650349657,0.24390243902439024,0.43014705882352944,0.21885087153002303,0.48453608247422686,0.27777777777777773,0.7933884297520659,5,0
32,white,0.36111111111111116,0.41333333333333333,0.3150684931506849,0.253968253968254,0.2937062937062937,0.2926829268292683,0.525735294117647,0.4060684312459699,0.5360824742268044,0.18055555555555552,0.3305785123966942,5,0
33,white,0.4305555555555557,0.33333333333333337,0.4383561643835616,0.031746031746031744,0.3076923076923077,0.45121951219512196,0.4852941176470588,0.22530664945126233,0.42268041237113385,0.08333333333333337,0.5289256198347105,6,1
34,white,0.4722222222222222,0.2133333333333333,0.5342465753424658,0.917989417989418,0.33566433566433573,0.5365853658536586,0.525735294117647,0.8256939961265459,0.5051546391752577,0.19444444444444442,0.09917355371900816,5,0
35,white,0.4722222222222222,0.2133333333333333,0.5342465753424658,0.917989417989418,0.33566433566433573,0.5365853658536586,0.525735294117647,0.8256939961265459,0.5051546391752577,0.19444444444444442,0.09917355371900816,5,0
36,white,0.4305555555555557,0.30666666666666664,0.3561643835616438,0.3597883597883598,0.41958041958041964,0.32926829268292684,0.5661764705882353,0.535183989670756,0.42268041237113385,0.3333333333333333,0.2975206611570249,6,1
37,white,0.375,0.2133333333333333,0.3698630136986301,0.042328042328042326,0.33566433566433573,0.3902439024390244,0.5367647058823529,0.4060684312459699,0.5154639175257731,0.47222222222222227,0.24793388429752072,6,1
38,white,0.38888888888888895,0.19999999999999998,0.3561643835616438,0.042328042328042326,0.35664335664335667,0.3902439024390244,0.5441176470588235,0.4060684312459699,0.5360824742268044,0.47222222222222227,0.24793388429752072,6,1
39,white,0.48611111111111127,0.13333333333333333,0.4246575342465753,0.042328042328042326,0.3426573426573427,0.45121951219512196,0.5919117647058824,0.3867010974822449,0.4536082474226806,0.43055555555555564,0.3305785123966942,7,1
40,white,0.31944444444444453,0.4933333333333333,0.3561643835616438,0.2010582010582011,0.37762237762237766,0.7560975609756098,0.7352941176470588,0.44480309877340574,0.5670103092783503,0.4166666666666667,0.2975206611570249,4,0
41,white,0.31944444444444453,0.5066666666666666,0.3424657534246575,0.2010582010582011,0.39860139860139865,0.7439024390243902,0.738970588235294,0.43834732085215933,0.5463917525773194,0.4166666666666667,0.2975206611570249,5,0
42,white,0.4305555555555557,0.30666666666666664,0.3561643835616438,0.3597883597883598,0.41958041958041964,0.32926829268292684,0.5661764705882353,0.535183989670756,0.42268041237113385,0.3333333333333333,0.2975206611570249,6,1
43,white,0.41666666666666674,0.14666666666666664,0.47945205479452047,0.23280423280423285,0.4055944055944057,0.3780487804878049,0.5294117647058824,0.5093608779857988,0.6597938144329896,0.3611111111111111,0.2975206611570249,5,0
44,white,0.45833333333333337,0.14666666666666664,0.4246575342465753,0.05291005291005292,0.3706293706293707,0.36585365853658536,0.613970588235294,0.29632020658489466,0.6494845360824741,0.3055555555555555,0.611570247933884,6,1
45,white,0.375,0.22666666666666666,0.3972602739726027,0.026455026455026467,0.41258741258741266,0.4634146341463415,0.4338235294117647,0.27695287282116965,0.6391752577319587,0.49999999999999994,0.4958677685950412,7,1
46,white,0.31944444444444453,0.10666666666666666,0.4520547945205479,0.026455026455026467,0.33566433566433573,0.24390243902439024,0.27941176470588236,0.25112976113621954,0.6185567010309279,0.3333333333333333,0.47933884297520657,7,1
47,white,0.3472222222222223,0.13333333333333333,0.47945205479452047,0.02116402116402117,0.2517482517482518,0.4634146341463415,0.375,0.25758553905745885,0.6082474226804124,0.18055555555555552,0.47933884297520657,6,1
48,white,0.41666666666666674,0.22666666666666666,0.47945205479452047,0.03703703703703705,0.20979020979020985,0.34146341463414637,0.6801470588235293,0.23821820529374094,0.42268041237113385,0.4166666666666667,0.4958677685950412,6,1
49,white,0.45833333333333337,0.1733333333333333,0.4657534246575343,0.5978835978835979,0.23776223776223776,0.43902439024390244,0.7610294117647058,0.5868302130406704,0.3814432989690717,0.3888888888888889,0.2644628099173554,6,1
50,white,0.29166666666666674,0.14666666666666664,0.3561643835616438,0.6243386243386244,0.27272727272727276,0.5975609756097561,0.5183823529411764,0.6513879922530634,0.5979381443298966,0.19444444444444442,0.14876033057851235,6,1
51,white,0.375,0.3999999999999999,0.2054794520547945,0.21164021164021163,0.2447552447552448,0.2926829268292683,0.2647058823529412,0.3867010974822449,0.402061855670103,0.22222222222222227,0.36363636363636354,6,1
52,white,0.48611111111111127,0.16,0.4931506849315068,0.031746031746031744,0.2027972027972028,0.524390243902439,0.3860294117647059,0.3544222078760555,0.6597938144329896,0.16666666666666674,0.31404958677685957,6,1
53,white,0.4027777777777778,0.18666666666666668,0.3287671232876712,0.22751322751322756,0.5804195804195804,0.35365853658536583,0.43014705882352944,0.5158166559070452,0.31958762886597913,0.3333333333333333,0.09917355371900816,6,1
54,white,0.29166666666666674,0.14666666666666664,0.3561643835616438,0.6243386243386244,0.27272727272727276,0.5975609756097561,0.5183823529411764,0.6513879922530634,0.5979381443298966,0.19444444444444442,0.14876033057851235,6,1
55,white,0.4305555555555557,0.5199999999999999,0.09589041095890412,0.026455026455026467,0.18181818181818188,0.1951219512195122,0.5330882352941176,0.25112976113621954,0.3092783505154637,0.16666666666666674,0.4132231404958677,5,0
56,white,0.375,0.3999999999999999,0.2054794520547945,0.21164021164021163,0.2447552447552448,0.2926829268292683,0.2647058823529412,0.3867010974822449,0.402061855670103,0.22222222222222227,0.36363636363636354,6,1
57,white,0.45833333333333337,0.2133333333333333,0.3698630136986301,0.042328042328042326,0.2027972027972028,0.36585365853658536,0.42647058823529416,0.3608779857972877,0.4432989690721647,0.3333333333333333,0.3801652892561984,6,1
58,white,0.31944444444444453,0.36,0.0410958904109589,0.031746031746031744,0.3846153846153847,0.34146341463414637,0.41911764705882354,0.4060684312459699,0.5154639175257731,0.4444444444444445,0.18181818181818166,5,0
59,white,0.3472222222222223,0.24000000000000002,0.3287671232876712,0.3068783068783069,0.21678321678321683,0.3170731707317073,0.4338235294117647,0.20593931568753732,0.5154639175257731,0.37499999999999994,0.7603305785123966,7,1
60,white,0.38888888888888895,0.22666666666666666,0.1780821917808219,0.031746031746031744,0.2237762237762238,0.975609756097561,0.6176470588235293,0.3156875403486197,0.4329896907216497,0.27777777777777773,0.2975206611570249,5,0
61,white,0.38888888888888895,0.19999999999999998,0.4246575342465753,0.07936507936507937,0.25874125874125875,0.35365853658536583,0.33088235294117646,0.3544222078760555,0.6288659793814433,0.5833333333333333,0.44628099173553704,8,1
62,white,0.48611111111111127,0.2133333333333333,0.3972602739726027,0.5026455026455027,0.2867132867132868,0.24390243902439024,0.36397058823529416,0.5868302130406704,0.42268041237113385,0.18055555555555552,0.24793388429752072,5,0
63,white,0.31944444444444453,0.2533333333333333,0.5890410958904109,0.380952380952381,0.3286713286713287,0.5731707317073171,0.875,0.5480955455132346,0.39175257731958757,0.40277777777777785,0.165289256198347,6,1
64,white,0.4027777777777778,0.29333333333333333,0.3150684931506849,0.21164021164021163,0.36363636363636365,0.6036585365853658,0.8547794117647058,0.5610071013557132,0.6185567010309279,0.5277777777777777,0.24793388429752072,5,0
65,white,0.29166666666666674,0.2533333333333333,0.3835616438356165,0.2222222222222222,0.37762237762237766,0.36585365853658536,0.7169117647058824,0.599741768883149,1.0,0.6805555555555556,0.3305785123966942,5,0
66,white,0.6527777777777778,0.19999999999999998,0.6301369863013698,0.02116402116402117,0.31468531468531474,0.0975609756097561,0.2426470588235294,0.45125887669463793,0.23711340206185572,0.37499999999999994,0.18181818181818166,6,1
67,white,0.38888888888888895,0.19999999999999998,0.4246575342465753,0.07936507936507937,0.25874125874125875,0.35365853658536583,0.33088235294117646,0.3544222078760555,0.6288659793814433,0.5833333333333333,0.44628099173553704,8,1
68,white,0.48611111111111127,0.2133333333333333,0.3972602739726027,0.5026455026455027,0.2867132867132868,0.24390243902439024,0.36397058823529416,0.5868302130406704,0.42268041237113385,0.18055555555555552,0.24793388429752072,5,0
69,white,0.44444444444444453,0.13333333333333333,0.4931506849315068,0.042328042328042326,0.23776223776223776,0.36585365853658536,0.2977941176470588,0.1736604260813479,0.5567010309278349,0.20833333333333331,0.7768595041322313,7,1
70,white,0.4305555555555557,0.31999999999999995,0.4657534246575343,0.03703703703703705,0.23076923076923084,0.23170731707317072,0.2316176470588235,0.26404131697869815,0.6082474226804124,0.5972222222222223,0.6611570247933882,7,1
71,white,0.48611111111111127,0.13333333333333333,0.410958904109589,0.43386243386243395,0.3846153846153847,0.3048780487804878,0.35661764705882354,0.5803744351194382,0.22680412371133984,0.47222222222222227,0.2148760330578514,5,0
72,white,0.38888888888888895,0.6133333333333333,0.3835616438356165,0.253968253968254,0.35664335664335667,0.24390243902439024,0.36397058823529416,0.5029051000645666,0.5670103092783503,0.20833333333333331,0.165289256198347,5,0
73,white,0.4027777777777778,0.18666666666666668,0.4246575342465753,0.042328042328042326,0.3076923076923077,0.4024390243902439,0.3970588235294118,0.3737895416397663,0.6907216494845363,0.7638888888888888,0.4297520661157024,6,1
74,white,0.44444444444444453,0.16,0.4657534246575343,0.8148148148148149,0.2867132867132868,0.6097560975609756,0.588235294117647,0.7353131052291815,0.5051546391752577,0.5277777777777777,0.1983471074380163,6,1
75,white,0.44444444444444453,0.3466666666666667,0.273972602739726,0.291005291005291,0.37762237762237766,0.5609756097560976,0.5808823529411764,0.48353776630084155,0.46391752577319556,0.27777777777777773,0.3305785123966942,5,0
76,white,0.4722222222222222,0.18666666666666668,0.410958904109589,0.4021164021164021,0.2657342657342658,0.5,0.738970588235294,0.6126533247256418,0.6288659793814433,0.3333333333333333,0.24793388429752072,6,1
77,white,0.44444444444444453,0.46666666666666656,0.8356164383561643,0.5925925925925927,0.2517482517482518,0.6463414634146342,0.5477941176470588,0.664299548095542,0.402061855670103,0.3194444444444445,0.11570247933884281,5,0
78,white,0.44444444444444453,0.48,0.8493150684931506,0.5925925925925927,0.2447552447552448,0.6219512195121951,0.5367647058823529,0.6707553260167884,0.4123711340206184,0.3333333333333333,0.11570247933884281,6,1
79,white,0.4027777777777778,0.22666666666666666,0.4246575342465753,0.6719576719576721,0.2867132867132868,0.8292682926829269,0.7205882352941176,0.6513879922530634,0.5154639175257731,0.3611111111111111,0.28099173553719003,6,1
80,white,0.44444444444444453,0.46666666666666656,0.8356164383561643,0.5925925925925927,0.2517482517482518,0.6463414634146342,0.5477941176470588,0.664299548095542,0.402061855670103,0.3194444444444445,0.11570247933884281,5,0
81,white,0.44444444444444453,0.48,0.8493150684931506,0.5925925925925927,0.2447552447552448,0.6219512195121951,0.5367647058823529,0.6707553260167884,0.4123711340206184,0.3333333333333333,0.11570247933884281,6,1
82,white,0.45833333333333337,0.41333333333333333,0.863013698630137,0.5502645502645503,0.2447552447552448,0.6585365853658537,0.551470588235294,0.664299548095542,0.3814432989690717,0.3055555555555555,0.11570247933884281,6,1
83,white,0.3055555555555556,0.2533333333333333,0.5890410958904109,0.3650793650793651,0.2797202797202798,0.7804878048780488,0.8713235294117646,0.554551323434481,0.4123711340206184,0.34722222222222215,0.165289256198347,5,0
84,white,0.41666666666666674,0.2133333333333333,0.4520547945205479,0.05820105820105821,0.18181818181818188,0.5609756097560976,0.47794117647058826,0.1865719819238194,0.5567010309278349,0.25000000000000006,0.7603305785123966,7,1
85,white,0.41666666666666674,0.1733333333333333,0.4520547945205479,0.0634920634920635,0.17482517482517484,0.5731707317073171,0.47794117647058826,0.1801162040025801,0.5463917525773194,0.2638888888888889,0.7603305785123966,7,1
86,white,0.5000000000000001,0.12000000000000002,0.4383561643835616,0.05820105820105821,0.21678321678321683,0.6097560975609756,0.5220588235294117,0.28986442866366247,0.5051546391752577,0.3055555555555555,0.5785123966942147,7,1
87,white,0.44444444444444453,0.24000000000000002,0.3972602739726027,0.6243386243386244,0.2447552447552448,0.7439024390243902,0.8602941176470588,0.6320206584893526,0.32989690721649456,0.27777777777777773,0.1983471074380163,6,1
88,white,0.29166666666666674,0.3466666666666667,0.9041095890410958,0.8095238095238096,0.25874125874125875,0.3048780487804878,0.5808823529411764,0.6965784377017457,0.4329896907216497,0.3888888888888889,0.1322314049586777,6,1
89,white,0.6527777777777778,0.24666666666666667,0.4931506849315068,0.031746031746031744,0.17482517482517484,0.17073170731707316,0.2720588235294118,0.27049709489993745,0.23711340206185572,0.19444444444444442,0.5619834710743801,7,1
90,white,0.29166666666666674,0.3466666666666667,0.9041095890410958,0.8095238095238096,0.25874125874125875,0.3048780487804878,0.5808823529411764,0.6965784377017457,0.4329896907216497,0.3888888888888889,0.1322314049586777,6,1
91,white,0.48611111111111127,0.22666666666666666,0.5068493150684931,0.6825396825396826,0.35664335664335667,0.6219512195121951,0.6838235294117646,0.6707553260167884,0.28865979381443285,0.3055555555555555,0.18181818181818166,5,0
92,white,0.44444444444444453,0.053333333333333316,0.4383561643835616,0.47619047619047616,0.31468531468531474,0.7682926829268293,0.5735294117647058,0.5868302130406704,0.7010309278350513,0.2638888888888889,0.23140495867768607,5,0
93,white,0.29166666666666674,0.1733333333333333,0.3287671232876712,0.6084656084656085,0.2867132867132868,0.6585365853658537,0.5808823529411764,0.6384764364105848,0.6391752577319587,0.2361111111111111,0.23140495867768607,5,0
94,white,0.5000000000000001,0.29999999999999993,0.547945205479452,0.9682539682539683,0.3496503496503497,0.524390243902439,0.6029411764705882,0.8321497740477781,0.2783505154639174,0.3333333333333333,0.165289256198347,5,0
95,white,0.48611111111111127,0.22666666666666666,0.5068493150684931,0.6825396825396826,0.35664335664335667,0.6219512195121951,0.6838235294117646,0.6707553260167884,0.28865979381443285,0.3055555555555555,0.18181818181818166,5,0
96,white,0.4722222222222222,0.06666666666666668,0.4383561643835616,0.7301587301587302,0.2937062937062937,0.4024390243902439,0.37867647058823534,0.664299548095542,0.4948453608247423,0.18055555555555552,0.1983471074380163,6,1
97,white,0.44444444444444453,0.053333333333333316,0.4383561643835616,0.47619047619047616,0.31468531468531474,0.7682926829268293,0.5735294117647058,0.5868302130406704,0.7010309278350513,0.2638888888888889,0.23140495867768607,5,0
98,white,0.44444444444444453,0.19999999999999998,0.47945205479452047,0.8412698412698414,0.21678321678321683,0.7195121951219512,0.6066176470588235,0.7675919948353851,0.4536082474226806,0.5138888888888888,0.18181818181818166,6,1
99,white,0.44444444444444453,0.19999999999999998,0.47945205479452047,0.8412698412698414,0.21678321678321683,0.7195121951219512,0.6066176470588235,0.7675919948353851,0.4536082474226806,0.5138888888888888,0.18181818181818166,6,1
100,white,0.41666666666666674,0.33333333333333337,0.3835616438356165,0.03703703703703705,0.2937062937062937,0.43902439024390244,0.6654411764705882,0.3608779857972877,0.5670103092783503,0.5277777777777777,0.3801652892561984,5,0
101,white,0.36111111111111116,0.12000000000000002,0.7397260273972602,0.417989417989418,0.5104895104895105,0.7682926829268293,0.5772058823529411,0.5674628792769596,0.1752577319587627,0.2361111111111111,0.1322314049586777,6,1
102,white,0.45833333333333337,0.2533333333333333,0.6301369863013698,0.9603174603174603,0.30069930069930073,0.5365853658536586,0.9154411764705882,0.8321497740477781,0.32989690721649456,0.4166666666666667,0.14876033057851235,5,0
103,white,0.45833333333333337,0.30666666666666664,0.684931506849315,0.6719576719576721,0.3286713286713287,0.8170731707317074,0.6948529411764706,0.7159457714654707,0.2989690721649483,0.34722222222222215,0.1983471074380163,5,0
104,white,0.38888888888888895,0.43999999999999995,0.4657534246575343,0.455026455026455,0.2797202797202798,0.34146341463414637,0.5294117647058824,0.6255648805681204,0.5154639175257731,0.40277777777777785,0.18181818181818166,5,0
105,white,0.38888888888888895,0.43999999999999995,0.4657534246575343,0.455026455026455,0.2797202797202798,0.34146341463414637,0.5294117647058824,0.6255648805681204,0.5154639175257731,0.40277777777777785,0.18181818181818166,5,0
106,white,0.22222222222222232,0.5399999999999999,0.0,0.04761904761904763,0.39160839160839167,0.08536585365853659,0.35661764705882354,0.44480309877340574,0.938144329896907,0.25000000000000006,0.28099173553719003,4,0
107,white,0.29166666666666674,0.30666666666666664,0.3287671232876712,0.14285714285714285,0.2237762237762238,0.2926829268292683,0.5036764705882353,0.27695287282116965,0.6082474226804124,0.3055555555555555,0.5454545454545454,6,1
108,white,0.4305555555555557,0.08000000000000002,0.547945205479452,0.05820105820105821,0.18181818181818188,0.18292682926829268,0.29044117647058826,0.25758553905745885,0.48453608247422686,0.27777777777777773,0.6280991735537191,6,1
109,white,0.45833333333333337,0.30666666666666664,0.684931506849315,0.6719576719576721,0.3286713286713287,0.8170731707317074,0.6948529411764706,0.7159457714654707,0.2989690721649483,0.34722222222222215,0.1983471074380163,5,0
110,white,0.4722222222222222,0.31999999999999995,0.6575342465753424,0.6719576719576721,0.35664335664335667,0.6829268292682927,0.6985294117647058,0.7159457714654707,0.32989690721649456,0.3888888888888889,0.1983471074380163,5,0
111,white,0.2777777777777779,0.3733333333333333,0.0547945205479452,0.2698412698412699,0.25874125874125875,0.24390243902439024,0.2977941176470588,0.4060684312459699,0.5154639175257731,0.40277777777777785,0.36363636363636354,5,0
112,white,0.5416666666666666,0.2133333333333333,0.4383561643835616,0.6137566137566137,0.31468531468531474,0.5,0.4852941176470588,0.7288573273079493,0.2989690721649483,0.4444444444444445,0.1322314049586777,5,0
113,white,0.48611111111111127,0.10666666666666666,0.4246575342465753,0.3306878306878307,0.3496503496503497,0.36585365853658536,0.4595588235294118,0.5222724338282774,0.5876288659793816,0.16666666666666674,0.28099173553719003,5,0
114,white,0.41666666666666674,0.14666666666666664,0.3835616438356165,0.23280423280423285,0.3426573426573427,0.15853658536585366,0.5147058823529411,0.5222724338282774,0.5876288659793816,0.19444444444444442,0.18181818181818166,6,1
115,white,0.3472222222222223,0.06666666666666668,0.6438356164383561,0.05291005291005292,0.5804195804195804,0.47560975609756095,0.5588235294117647,0.3673337637185341,0.5051546391752577,0.19444444444444442,0.2975206611570249,6,1
116,white,0.38888888888888895,0.14666666666666664,0.4931506849315068,0.026455026455026467,0.1188811188811189,0.7560975609756098,0.5036764705882353,0.26404131697869815,0.5670103092783503,0.3611111111111111,0.4958677685950412,6,1
117,white,0.48611111111111127,0.41333333333333333,0.3150684931506849,0.33862433862433866,0.16783216783216787,0.34146341463414637,0.44117647058823534,0.44480309877340574,0.4329896907216497,0.27777777777777773,0.4132231404958677,5,0
118,white,0.36111111111111116,0.2133333333333333,0.4383561643835616,0.3703703703703704,0.2027972027972028,0.5731707317073171,0.7242647058823529,0.5610071013557132,0.7525773195876289,0.4444444444444445,0.28099173553719003,7,1
119,white,0.3055555555555556,0.29333333333333333,0.767123287671233,0.1164021164021164,0.2447552447552448,0.5609756097560976,0.6360294117647058,0.3415106520335627,0.5979381443298966,0.486111111111111,0.47933884297520657,7,1
120,white,0.3055555555555556,0.29333333333333333,0.767123287671233,0.11111111111111113,0.25874125874125875,0.5487804878048781,0.6544117647058824,0.3415106520335627,0.6082474226804124,0.486111111111111,0.47933884297520657,6,1
121,white,0.2500000000000001,0.24000000000000002,0.3424657534246575,0.5185185185185186,0.07692307692307694,0.07317073170731708,0.1875,0.44480309877340574,0.6907216494845363,0.20833333333333331,0.4297520661157024,5,0
122,white,0.36111111111111116,0.2133333333333333,0.4383561643835616,0.3703703703703704,0.2027972027972028,0.5731707317073171,0.7242647058823529,0.5610071013557132,0.7525773195876289,0.4444444444444445,0.28099173553719003,7,1
123,white,0.36111111111111116,0.45999999999999996,0.547945205479452,0.6613756613756614,0.2027972027972028,0.7073170731707317,0.863970588235294,0.6965784377017457,0.5257731958762886,0.486111111111111,0.165289256198347,5,0
124,white,0.375,0.2133333333333333,0.3698630136986301,0.8042328042328043,0.18181818181818188,0.5487804878048781,0.6691176470588235,0.7159457714654707,0.5360824742268044,0.40277777777777785,0.1983471074380163,5,0
125,white,0.4027777777777778,0.2533333333333333,0.3013698630136986,0.39682539682539686,0.17482517482517484,0.6585365853658537,0.7242647058823529,0.5803744351194382,0.48453608247422686,0.4166666666666667,0.14876033057851235,5,0
126,white,0.38888888888888895,0.2533333333333333,0.4246575342465753,0.798941798941799,0.1888111888111888,0.524390243902439,0.6360294117647058,0.6965784377017457,0.5567010309278349,0.47222222222222227,0.2644628099173554,5,0
127,white,0.5972222222222222,0.19999999999999998,0.547945205479452,0.031746031746031744,0.1258741258741259,0.4268292682926829,0.4227941176470588,0.3156875403486197,0.4123711340206184,0.22222222222222227,0.44628099173553704,6,1
128,white,0.44444444444444453,0.3866666666666666,0.9178082191780822,0.5238095238095238,0.2517482517482518,0.5853658536585366,0.5477941176470588,0.6707553260167884,0.4536082474226806,0.3055555555555555,0.11570247933884281,5,0
129,white,0.4027777777777778,0.14666666666666664,0.4931506849315068,0.0687830687830688,0.18181818181818188,0.35365853658536583,0.33088235294117646,0.29632020658489466,0.4432989690721647,0.4444444444444445,0.4628099173553719,7,1
130,white,0.33333333333333337,0.30666666666666664,0.4657534246575343,0.08465608465608468,0.2517482517482518,0.23170731707317072,0.2610294117647059,0.3608779857972877,0.5979381443298966,0.2916666666666667,0.36363636363636354,5,0
